ID,Phylum,Class,Order,Family,Genus,Species
ESV_396,,Pelagophyceae,Pelagomonadales,,Aureococcus,Aureococcus anophagefferens
ESV_207,,Pelagophyceae,Pelagomonadales,,Pelagomonas,Pelagomonas calceolata
ESV_6015,,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota sp. 12
ESV_271,,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota sp. 34
ESV_1320,,Phaeophyceae,Ectocarpales,Chordariaceae,Hecatonema,Hecatonema maculans
ESV_1446,,Phaeophyceae,Ectocarpales,Chordariaceae,Sauvageaugloia,Sauvageaugloia divaricata
ESV_873,,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,
ESV_1036,,Phaeophyceae,Fucales,Durvillaeaceae,Durvillaea,Durvillaea willana
ESV_3856,,Phaeophyceae,Fucales,Durvillaeaceae,Durvillaea,Durvillaea willana
ESV_109,,Phaeophyceae,,,,
ESV_1270,,Phaeophyceae,,,,
ESV_3363,,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_3676,,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_4428,,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella marina
ESV_363,,Raphidophyceae,Chattonellales,Chattonellaceae,Chattonella,Chattonella subsalsa
ESV_1896,,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,
ESV_1929,,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,
ESV_4413,,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,
